edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,empleados,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,mayor_edad,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,horas_quincena,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual
39,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Baja,Muy_Alta,3,Sales Executive,Muy_Alta,Single,7880,0,Y,No,18,Alta,Muy_Alta,80,0,9,3,8,0,7
40,Yes,Non-Travel,Sales,24,Master,Life Sciences,1,Media,Muy_Alta,4,Sales Executive,Muy_Alta,Single,13194,4,Y,Yes,16,Alta,Muy_Alta,80,0,22,2,1,0,0
36,No,Non-Travel,Sales,8,Universitaria,Technical Degree,1,Baja,Alta,2,Sales Executive,Alta,Divorced,5079,4,Y,No,13,Alta,Muy_Alta,80,2,12,3,7,0,7
33,No,Non-Travel,Sales,17,Universitaria,Life Sciences,1,Muy_Alta,Alta,4,CMO,Alta,Single,17444,1,Y,No,11,Alta,Muy_Alta,80,0,10,2,10,6,0
47,No,Travel_Rarely,Sales,4,Universitaria,Life Sciences,1,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4163,1,Y,Yes,17,Alta,Alta,80,0,9,0,9,0,7
42,No,Travel_Rarely,Sales,5,Universitaria,Marketing,1,Muy_Alta,Alta,5,CMO,Alta,Married,18303,6,Y,No,13,Alta,Media,80,0,21,3,1,0,0
38,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1,Media,Alta,2,Sales Executive,Alta,Single,6861,8,Y,Yes,12,Alta,Alta,80,0,19,1,1,0,0
26,Yes,Non-Travel,Sales,29,Universitaria,Medical,1,Media,Baja,2,Sales Executive,Baja,Single,4969,8,Y,No,18,Alta,Muy_Alta,80,0,7,6,2,2,2
52,Yes,Travel_Rarely,Sales,2,Primaria,Marketing,1,Baja,Baja,5,CMO,Baja,Married,19845,1,Y,No,15,Alta,Muy_Alta,80,1,33,3,32,6,9
44,No,Travel_Rarely,Sales,28,Master,Medical,1,Muy_Alta,Muy_Alta,4,Sales Executive,Muy_Alta,Married,13320,3,Y,Yes,18,Alta,Alta,80,1,23,2,12,11,11
50,No,Non-Travel,Sales,1,Universitaria,Life Sciences,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,6347,0,Y,No,12,Alta,Baja,80,1,19,3,18,0,13
45,No,Travel_Rarely,Sales,11,Universitaria,Life Sciences,1,Muy_Alta,Alta,4,CMO,Alta,Married,17650,3,Y,No,13,Alta,Media,80,1,26,4,9,1,1
34,No,Travel_Rarely,Sales,1,Master,Marketing,1,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,9725,0,Y,No,11,Alta,Muy_Alta,80,1,16,2,15,0,9
59,No,Travel_Rarely,Sales,1,Universitaria,Technical Degree,1,Media,Alta,3,CMO,Alta,Married,11904,3,Y,Yes,14,Alta,Alta,80,1,14,1,6,0,4
53,No,Travel_Frequently,Sales,2,Universitaria,Marketing,1,Alta,Media,3,Sales Executive,Media,Married,7525,2,Y,No,12,Alta,Baja,80,1,30,2,15,6,12
28,No,Travel_Rarely,Sales,10,Universitaria,Medical,1,Muy_Alta,Alta,1,Sales Representative,Alta,Married,1052,1,Y,No,22,Muy_Alta,Media,80,0,1,5,1,0,0
40,No,Travel_Rarely,Sales,26,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Married,8396,1,Y,No,14,Alta,Media,80,1,8,3,7,7,5
54,No,Travel_Rarely,Sales,2,Secundaria,Life Sciences,1,Alta,Media,3,Sales Executive,Media,Married,10686,6,Y,No,11,Alta,Media,80,1,13,4,9,7,0
43,No,Travel_Rarely,Sales,25,Secundaria,Medical,1,Alta,Media,3,Sales Executive,Media,Divorced,10798,5,Y,No,13,Alta,Alta,80,1,18,5,1,0,0
20,Yes,Travel_Frequently,Sales,9,Universitaria,Marketing,1,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2323,1,Y,Yes,14,Alta,Media,80,0,2,3,2,0,2
35,Yes,Travel_Rarely,Sales,4,Universitaria,Technical Degree,1,Muy_Alta,Alta,3,Sales Executive,Alta,Single,9582,0,Y,Yes,22,Muy_Alta,Baja,80,0,9,2,8,4,7
37,No,Travel_Rarely,Sales,10,Secundaria,Life Sciences,1,Muy_Alta,Media,2,Sales Executive,Media,Divorced,6694,2,Y,Yes,14,Alta,Alta,80,3,8,5,1,0,0
50,Yes,Travel_Frequently,Sales,1,Universitaria,Other,1,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4728,3,Y,Yes,14,Alta,Muy_Alta,80,0,5,4,0,0,0
33,No,Travel_Frequently,Sales,7,Universitaria,Life Sciences,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4302,0,Y,No,17,Alta,Alta,80,1,4,3,3,0,2
45,No,Non-Travel,Sales,9,Secundaria,Life Sciences,1,Media,Media,2,Sales Executive,Media,Married,5593,1,Y,No,13,Alta,Muy_Alta,80,1,15,2,15,4,12
38,No,Travel_Rarely,Sales,10,Universitaria,Marketing,1,Alta,Media,3,Sales Executive,Media,Divorced,8740,0,Y,Yes,14,Alta,Media,80,2,9,2,8,2,7
46,No,Travel_Rarely,Sales,3,Universitaria,Marketing,1,Baja,Alta,4,CMO,Alta,Married,17465,3,Y,No,12,Alta,Muy_Alta,80,1,23,3,12,4,9
38,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Muy_Alta,Alta,3,Sales Executive,Alta,Single,7351,7,Y,No,16,Alta,Alta,80,0,10,2,1,0,0
31,No,Travel_Frequently,Sales,20,Master,Life Sciences,1,Alta,Muy_Alta,1,Sales Representative,Muy_Alta,Married,2791,0,Y,No,12,Alta,Baja,80,1,3,4,2,2,2
35,No,Travel_Frequently,Sales,11,Universitaria,Marketing,1,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4968,1,Y,No,11,Alta,Muy_Alta,80,1,5,3,5,0,2
49,No,Travel_Rarely,Sales,8,Secundaria,Technical Degree,1,Muy_Alta,Media,4,Sales Executive,Media,Married,13120,6,Y,No,17,Alta,Media,80,1,22,3,9,2,3
33,Yes,Travel_Rarely,Sales,9,Universitaria,Marketing,1,Baja,Alta,2,Sales Executive,Alta,Single,8224,0,Y,Yes,17,Alta,Baja,80,0,6,3,5,0,3
29,Yes,Travel_Rarely,Sales,23,Secundaria,Life Sciences,1,Muy_Alta,Media,3,Sales Executive,Media,Married,7336,1,Y,No,13,Alta,Baja,80,1,11,3,11,3,10
42,Yes,Travel_Frequently,Sales,12,Universitaria,Life Sciences,1,Alta,Alta,4,Sales Executive,Alta,Single,13758,0,Y,Yes,12,Alta,Media,80,0,22,2,21,13,14
42,No,Travel_Rarely,Sales,4,Universitaria,Marketing,1,Media,Alta,2,Sales Executive,Alta,Single,5155,7,Y,No,13,Alta,Muy_Alta,80,0,9,3,6,1,5
30,No,Travel_Rarely,Sales,10,Secundaria,Marketing,1,Alta,Media,2,Sales Executive,Media,Married,6578,1,Y,No,18,Alta,Baja,80,1,10,3,10,1,4
43,Yes,Travel_Rarely,Sales,9,Primaria,Marketing,1,Baja,Baja,2,Sales Executive,Baja,Single,5346,8,Y,No,13,Alta,Media,80,0,7,2,4,1,3
46,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Alta,Alta,4,CMO,Alta,Married,17048,8,Y,No,23,Muy_Alta,Baja,80,0,28,2,26,15,9
30,No,Travel_Rarely,Sales,29,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Executive,Alta,Divorced,4115,8,Y,No,19,Alta,Alta,80,3,8,3,4,0,3
40,No,Travel_Frequently,Sales,2,Universitaria,Medical,1,Media,Alta,2,Sales Executive,Alta,Married,4327,5,Y,No,12,Alta,Muy_Alta,80,3,5,2,0,0,0
35,No,Travel_Rarely,Sales,17,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Executive,Alta,Married,8966,3,Y,Yes,15,Alta,Muy_Alta,80,3,15,2,7,1,7
33,No,Travel_Frequently,Sales,25,Universitaria,Medical,1,Media,Alta,2,Sales Executive,Alta,Married,4539,1,Y,No,12,Alta,Baja,80,1,10,3,10,0,1
60,No,Travel_Rarely,Sales,7,Master,Marketing,1,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5220,0,Y,Yes,18,Alta,Media,80,1,12,3,11,1,9
40,No,Travel_Rarely,Sales,10,Secundaria,Technical Degree,1,Media,Media,2,Sales Executive,Media,Divorced,6852,7,Y,No,12,Alta,Media,80,1,7,2,5,1,3
25,No,Travel_Rarely,Sales,10,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Executive,Alta,Single,4950,0,Y,No,14,Alta,Media,80,0,5,4,4,1,1
35,No,Non-Travel,Sales,8,Secundaria,Marketing,1,Alta,Media,3,Sales Executive,Media,Married,10377,4,Y,Yes,11,Alta,Media,80,1,16,6,13,4,12
59,No,Travel_Rarely,Sales,3,Secundaria,Life Sciences,1,Alta,Media,2,Sales Executive,Media,Single,5171,5,Y,No,17,Alta,Muy_Alta,80,0,13,2,6,0,5
44,No,Travel_Rarely,Sales,5,Universitaria,Marketing,1,Media,Alta,5,CMO,Alta,Married,18213,7,Y,No,11,Alta,Alta,80,1,26,5,22,3,10
33,No,Travel_Rarely,Sales,10,Master,Marketing,1,Muy_Alta,Muy_Alta,3,Sales Executive,Muy_Alta,Divorced,8380,0,Y,Yes,14,Alta,Muy_Alta,80,2,10,3,9,0,8
25,Yes,Travel_Frequently,Sales,24,Primaria,Life Sciences,1,Alta,Baja,1,Sales Representative,Baja,Single,1118,1,Y,Yes,14,Alta,Muy_Alta,80,0,1,4,1,1,0
45,Yes,Travel_Rarely,Sales,2,Primaria,Marketing,1,Baja,Baja,5,CMO,Baja,Single,18824,2,Y,Yes,16,Alta,Baja,80,0,26,2,24,1,11
46,No,Travel_Rarely,Sales,4,Secundaria,Marketing,1,Muy_Alta,Media,5,CMO,Media,Married,18789,2,Y,No,14,Alta,Alta,80,1,26,2,11,0,8
34,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Single,4538,0,Y,Yes,12,Alta,Muy_Alta,80,0,4,3,3,0,2
51,No,Travel_Frequently,Sales,9,Universitaria,Life Sciences,1,Muy_Alta,Alta,5,CMO,Alta,Divorced,19847,4,Y,Yes,24,Muy_Alta,Baja,80,1,31,5,29,11,10
32,No,Travel_Rarely,Sales,8,Universitaria,Medical,1,Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Married,6209,1,Y,No,15,Alta,Alta,80,2,10,4,10,0,8
40,Yes,Travel_Rarely,Sales,25,Secundaria,Marketing,1,Muy_Alta,Media,3,Sales Executive,Media,Single,9094,2,Y,Yes,12,Alta,Alta,80,0,9,2,5,1,0
52,Yes,Travel_Rarely,Sales,5,Universitaria,Life Sciences,1,Media,Alta,3,Sales Executive,Alta,Single,8446,9,Y,Yes,19,Alta,Alta,80,0,10,2,8,7,7
31,No,Non-Travel,Sales,2,Universitaria,Life Sciences,1,Muy_Alta,Alta,3,Sales Executive,Alta,Divorced,9852,1,Y,Yes,19,Alta,Baja,80,1,10,5,10,9,6
31,Yes,Travel_Frequently,Sales,1,Universitaria,Life Sciences,1,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2302,1,Y,Yes,11,Alta,Baja,80,0,3,2,3,2,2
41,No,Travel_Frequently,Sales,1,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Divorced,4103,0,Y,No,17,Alta,Muy_Alta,80,1,10,2,9,1,7
38,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Media,Alta,2,Sales Executive,Alta,Divorced,6893,3,Y,No,15,Alta,Muy_Alta,80,1,11,3,7,1,7
34,No,Travel_Rarely,Sales,15,Universitaria,Medical,1,Alta,Alta,2,Sales Executive,Alta,Single,6125,1,Y,No,12,Alta,Muy_Alta,80,0,10,6,10,9,6
36,No,Travel_Frequently,Sales,7,Master,Marketing,1,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Married,4639,2,Y,No,16,Alta,Muy_Alta,80,1,17,2,15,6,13
27,No,Travel_Frequently,Sales,2,Primaria,Life Sciences,1,Muy_Alta,Baja,2,Sales Executive,Baja,Single,5071,3,Y,No,20,Muy_Alta,Media,80,0,8,3,6,0,0
55,Yes,Travel_Rarely,Sales,13,Master,Marketing,1,Baja,Muy_Alta,4,Sales Executive,Muy_Alta,Single,13695,6,Y,Yes,17,Alta,Alta,80,0,24,2,19,3,8
31,Yes,Travel_Frequently,Sales,2,Secundaria,Life Sciences,1,Alta,Media,1,Sales Representative,Media,Single,2785,7,Y,No,14,Alta,Alta,80,0,3,3,1,0,0
35,Yes,Travel_Frequently,Sales,18,Universitaria,Marketing,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4614,0,Y,Yes,18,Alta,Alta,80,1,5,0,4,3,2
28,No,Travel_Rarely,Sales,26,Secundaria,Life Sciences,1,Alta,Media,2,Sales Executive,Media,Married,4724,1,Y,No,11,Alta,Alta,80,1,5,0,5,0,4
39,No,Travel_Rarely,Sales,21,Secundaria,Life Sciences,1,Baja,Media,2,Sales Executive,Media,Married,6120,3,Y,Yes,12,Alta,Muy_Alta,80,2,8,2,5,1,4
51,No,Travel_Frequently,Sales,2,Universitaria,Marketing,1,Media,Alta,3,Sales Executive,Alta,Married,10596,2,Y,No,11,Alta,Media,80,0,14,5,4,3,2
33,No,Travel_Frequently,Sales,5,Universitaria,Life Sciences,1,Media,Alta,2,Sales Executive,Alta,Married,9998,6,Y,No,13,Alta,Baja,80,0,8,2,5,1,2
32,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Married,4078,0,Y,Yes,13,Alta,Baja,80,3,4,3,3,1,2
25,No,Travel_Rarely,Sales,18,Master,Life Sciences,1,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Married,6232,2,Y,No,11,Alta,Media,80,0,6,3,3,1,2
27,No,Travel_Rarely,Sales,10,Secundaria,Marketing,1,Muy_Alta,Media,2,Sales Executive,Media,Married,5769,1,Y,Yes,11,Alta,Muy_Alta,80,0,6,3,6,4,4
36,No,Travel_Rarely,Sales,3,Universitaria,Marketing,1,Baja,Alta,2,Sales Executive,Alta,Single,9278,3,Y,Yes,16,Alta,Muy_Alta,80,0,15,3,5,0,1
31,Yes,Travel_Frequently,Sales,1,Primaria,Life Sciences,1,Media,Baja,1,Sales Representative,Baja,Single,1359,1,Y,No,12,Alta,Media,80,0,1,3,1,0,0
36,No,Travel_Rarely,Sales,16,Secundaria,Marketing,1,Alta,Media,2,Sales Executive,Media,Married,5647,4,Y,No,13,Alta,Baja,80,2,11,3,3,0,2
25,Yes,Travel_Rarely,Sales,9,Secundaria,Life Sciences,1,Baja,Media,1,Sales Representative,Media,Married,4400,3,Y,No,12,Alta,Baja,80,0,6,2,3,2,2
24,No,Travel_Rarely,Sales,4,Universitaria,Medical,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4162,1,Y,Yes,12,Alta,Alta,80,2,5,3,5,0,3
32,No,Travel_Rarely,Sales,7,Universitaria,Marketing,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,9204,4,Y,No,12,Alta,Alta,80,1,7,3,4,0,3
31,No,Travel_Rarely,Sales,8,Universitaria,Life Sciences,1,Baja,Alta,3,Sales Executive,Alta,Divorced,10793,1,Y,No,18,Alta,Baja,80,1,13,5,13,9,9
46,Yes,Travel_Rarely,Sales,9,Universitaria,Marketing,1,Baja,Alta,3,Sales Executive,Alta,Divorced,10096,4,Y,No,11,Alta,Baja,80,1,28,1,7,4,3
48,No,Travel_Rarely,Sales,7,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Divorced,5486,4,Y,No,11,Alta,Baja,80,3,15,3,2,2,2
28,No,Travel_Rarely,Sales,5,Universitaria,Medical,1,Muy_Alta,Alta,2,Sales Executive,Alta,Single,8463,0,Y,No,18,Alta,Muy_Alta,80,0,6,4,5,1,3
33,No,Travel_Frequently,Sales,7,Universitaria,Medical,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4373,0,Y,No,14,Alta,Baja,80,2,5,2,4,0,3
34,No,Travel_Rarely,Sales,3,Primaria,Other,1,Muy_Alta,Baja,2,Sales Executive,Baja,Single,4759,3,Y,No,18,Alta,Muy_Alta,80,0,15,2,13,3,12
30,No,Travel_Rarely,Sales,16,Universitaria,Life Sciences,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,5301,8,Y,No,15,Alta,Alta,80,2,4,2,2,2,2
44,No,Travel_Frequently,Sales,1,Universitaria,Marketing,1,Baja,Alta,2,Sales Executive,Alta,Married,4768,7,Y,No,12,Alta,Alta,80,1,11,4,1,0,0
28,Yes,Travel_Frequently,Sales,1,Universitaria,Technical Degree,1,Baja,Alta,1,Sales Representative,Alta,Married,2909,3,Y,No,15,Alta,Muy_Alta,80,1,5,3,3,1,2
29,Yes,Travel_Frequently,Sales,13,Universitaria,Technical Degree,1,Baja,Alta,2,Sales Executive,Alta,Single,5765,5,Y,No,11,Alta,Baja,80,0,7,4,5,0,0
34,Yes,Travel_Rarely,Sales,24,Secundaria,Medical,1,Baja,Media,2,Sales Executive,Media,Single,4599,0,Y,Yes,23,Muy_Alta,Alta,80,0,16,2,15,10,10
29,No,Travel_Rarely,Sales,19,Universitaria,Life Sciences,1,Alta,Media,2,Sales Executive,Media,Divorced,8620,1,Y,No,14,Alta,Alta,80,2,10,3,10,0,4
28,No,Travel_Frequently,Sales,7,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Executive,Alta,Single,4898,0,Y,No,14,Alta,Muy_Alta,80,0,5,5,4,1,3
46,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1,Alta,Alta,4,CMO,Alta,Married,16606,8,Y,No,12,Alta,Muy_Alta,80,1,23,2,13,5,1
34,No,Travel_Rarely,Sales,1,Secundaria,Technical Degree,1,Muy_Alta,Media,3,Sales Executive,Media,Married,7083,1,Y,Yes,14,Alta,Muy_Alta,80,0,10,3,10,8,6
34,No,Travel_Rarely,Sales,7,Universitaria,Technical Degree,1,Media,Alta,1,Sales Representative,Alta,Married,2308,0,Y,Yes,25,Muy_Alta,Media,80,1,12,4,11,5,7
40,No,Travel_Rarely,Sales,9,Universitaria,Medical,1,Baja,Alta,2,Sales Executive,Alta,Married,5473,0,Y,No,12,Alta,Muy_Alta,80,0,9,5,8,7,1
35,No,Travel_Rarely,Sales,28,Secundaria,Life Sciences,1,Media,Media,1,Sales Representative,Media,Married,2430,0,Y,No,23,Muy_Alta,Baja,80,2,6,5,5,4,2
48,No,Travel_Rarely,Sales,16,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Executive,Alta,Divorced,6439,8,Y,No,14,Alta,Alta,80,1,18,2,8,7,7
33,No,Travel_Rarely,Sales,8,Universitaria,Life Sciences,1,Baja,Alta,2,Sales Executive,Alta,Married,6392,2,Y,No,13,Alta,Muy_Alta,80,1,8,6,2,2,2
30,Yes,Travel_Rarely,Sales,1,Secundaria,Life Sciences,1,Media,Media,2,Sales Executive,Media,Married,9714,1,Y,No,11,Alta,Muy_Alta,80,1,10,4,10,6,7
30,No,Travel_Rarely,Sales,29,Universitaria,Technical Degree,1,Alta,Alta,3,Sales Executive,Alta,Married,9250,3,Y,No,12,Alta,Media,80,1,9,3,4,1,3
55,No,Travel_Rarely,Sales,26,Secundaria,Marketing,1,Alta,Media,5,CMO,Media,Married,19586,1,Y,No,21,Muy_Alta,Alta,80,1,36,3,36,2,13
38,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Executive,Alta,Married,9924,0,Y,No,11,Alta,Muy_Alta,80,1,10,3,9,7,7
38,No,Travel_Rarely,Sales,16,Universitaria,Life Sciences,1,Media,Alta,2,Sales Executive,Alta,Single,4198,2,Y,No,12,Alta,Media,80,0,8,5,3,1,2
36,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Media,Alta,2,Sales Executive,Alta,Single,6815,6,Y,No,13,Alta,Baja,80,0,15,5,1,0,0
39,No,Travel_Rarely,Sales,6,Master,Medical,1,Muy_Alta,Muy_Alta,3,Sales Executive,Muy_Alta,Married,8237,2,Y,No,11,Alta,Baja,80,1,11,3,7,7,6
50,No,Travel_Rarely,Sales,9,Universitaria,Marketing,1,Alta,Alta,5,CMO,Desconocido,Married,19331,4,Y,Yes,16,Alta,Alta,80,1,27,2,1,0,0
40,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4639,1,Y,No,15,Alta,Alta,80,1,5,2,5,1,2
46,No,Travel_Rarely,Sales,1,Master,Life Sciences,1,Muy_Alta,Muy_Alta,4,CMO,Muy_Alta,Single,17567,1,Y,No,15,Alta,Media,80,0,27,5,26,0,12
45,No,Non-Travel,Sales,26,Secundaria,Marketing,1,Baja,Media,2,Sales Executive,Media,Married,4385,1,Y,No,15,Alta,Baja,80,1,10,2,10,4,5
31,No,Travel_Frequently,Sales,2,Universitaria,Other,1,Muy_Alta,Alta,2,Sales Executive,Alta,Single,5332,7,Y,No,13,Alta,Muy_Alta,80,0,10,3,5,0,3
18,Yes,Travel_Frequently,Sales,3,Universitaria,Medical,1,Media,Alta,1,Sales Representative,Alta,Single,1569,1,Y,Yes,12,Alta,Alta,80,0,0,2,0,0,0
35,Yes,Travel_Rarely,Sales,15,Primaria,Medical,1,Baja,Baja,2,Sales Executive,Baja,Divorced,5440,6,Y,Yes,14,Alta,Muy_Alta,80,2,7,2,2,2,2
29,No,Travel_Rarely,Sales,10,Secundaria,Medical,1,Alta,Media,2,Sales Executive,Media,Single,5869,9,Y,No,11,Alta,Alta,80,0,8,2,5,1,4
20,No,Travel_Rarely,Sales,2,Universitaria,Medical,1,Alta,Alta,1,Sales Representative,Alta,Single,2783,1,Y,No,19,Alta,Baja,80,0,2,3,2,2,2
35,Yes,Travel_Frequently,Sales,12,Universitaria,Other,1,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4581,3,Y,Yes,24,Muy_Alta,Baja,80,0,13,2,11,6,7
29,No,Travel_Rarely,Sales,5,Secundaria,Medical,1,Baja,Media,2,Sales Executive,Media,Divorced,4187,1,Y,Yes,13,Alta,Media,80,1,10,3,10,0,9
33,No,Travel_Rarely,Sales,2,Universitaria,Medical,1,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,5505,1,Y,No,14,Alta,Alta,80,2,6,5,6,0,4
31,No,Travel_Rarely,Sales,5,Universitaria,Life Sciences,1,Baja,Alta,2,Sales Executive,Alta,Married,5476,1,Y,No,11,Alta,Baja,80,2,10,2,10,0,2
47,No,Travel_Rarely,Sales,2,Master,Life Sciences,1,Media,Muy_Alta,4,CMO,Muy_Alta,Divorced,15972,6,Y,No,14,Alta,Alta,80,3,29,2,3,1,2
33,No,Non-Travel,Sales,16,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Executive,Alta,Divorced,5368,1,Y,Yes,25,Muy_Alta,Alta,80,1,7,2,6,1,2
48,Yes,Travel_Frequently,Sales,7,Universitaria,Medical,1,Muy_Alta,Alta,1,Sales Representative,Alta,Married,2655,2,Y,Yes,11,Alta,Alta,80,2,19,3,9,7,7
37,No,Travel_Frequently,Sales,1,Primaria,Medical,1,Alta,Baja,2,Sales Executive,Baja,Divorced,9525,1,Y,No,14,Alta,Alta,80,2,6,2,6,1,3
23,Yes,Travel_Rarely,Sales,7,Universitaria,Life Sciences,1,Alta,Alta,1,Sales Representative,Alta,Divorced,2275,1,Y,Yes,21,Muy_Alta,Media,80,1,3,2,3,0,2
43,No,Travel_Rarely,Sales,2,Universitaria,Medical,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,7847,1,Y,Yes,17,Alta,Baja,80,1,10,3,10,8,8
41,No,Travel_Rarely,Sales,6,Universitaria,Marketing,1,Muy_Alta,Alta,3,Sales Executive,Alta,Single,9241,1,Y,No,12,Alta,Media,80,0,10,3,10,8,7
36,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Representative,Alta,Single,4502,3,Y,No,15,Alta,Alta,80,0,17,2,13,6,7
47,Yes,Travel_Frequently,Sales,9,Primaria,Life Sciences,1,Alta,Baja,4,Sales Executive,Baja,Married,12936,7,Y,No,11,Alta,Alta,80,0,25,3,23,14,10
47,No,Non-Travel,Sales,2,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Married,4978,7,Y,No,11,Alta,Muy_Alta,80,1,4,3,1,0,0
46,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Alta,Alta,3,Sales Executive,Alta,Divorced,10368,4,Y,Yes,12,Alta,Media,80,1,13,5,10,0,3
36,Yes,Travel_Rarely,Sales,13,Secundaria,Marketing,1,Media,Media,2,Sales Executive,Media,Divorced,6134,5,Y,Yes,13,Alta,Media,80,3,16,3,2,2,2
32,Yes,Travel_Rarely,Sales,1,Primaria,Life Sciences,1,Baja,Baja,2,Sales Executive,Baja,Single,6735,6,Y,No,15,Alta,Media,80,0,10,2,0,0,0
32,No,Travel_Rarely,Sales,19,Primaria,Life Sciences,1,Muy_Alta,Baja,3,Sales Executive,Baja,Married,9610,3,Y,No,13,Alta,Alta,80,1,10,2,4,0,2
40,No,Travel_Rarely,Sales,7,Universitaria,Medical,1,Media,Alta,5,CMO,Alta,Single,19833,1,Y,No,14,Alta,Media,80,0,21,3,21,12,8
31,No,Travel_Rarely,Sales,5,Universitaria,Technical Degree,1,Baja,Alta,2,Sales Executive,Alta,Married,8346,1,Y,No,19,Alta,Alta,80,1,6,3,5,0,2
29,Yes,Travel_Rarely,Sales,9,Primaria,Marketing,1,Media,Baja,1,Sales Representative,Baja,Single,2760,1,Y,No,13,Alta,Alta,80,0,2,3,2,2,2
30,No,Travel_Rarely,Sales,15,Secundaria,Marketing,1,Alta,Media,3,Sales Executive,Media,Divorced,7140,2,Y,No,11,Alta,Baja,80,1,12,2,7,1,7
33,No,Non-Travel,Sales,2,Universitaria,Marketing,1,Muy_Alta,Alta,2,Sales Executive,Alta,Single,5147,8,Y,No,15,Alta,Muy_Alta,80,0,13,2,11,1,7
49,No,Travel_Rarely,Sales,11,Universitaria,Marketing,1,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4507,3,Y,No,12,Alta,Alta,80,0,8,1,5,0,4
33,Yes,Travel_Rarely,Sales,16,Universitaria,Life Sciences,1,Baja,Alta,3,Sales Executive,Alta,Single,8564,2,Y,Yes,20,Muy_Alta,Alta,80,0,11,2,0,0,0
31,Yes,Travel_Rarely,Sales,16,Universitaria,Marketing,1,Baja,Alta,3,Sales Executive,Alta,Married,8161,2,Y,No,13,Alta,Baja,80,3,10,2,1,0,0
34,No,Non-Travel,Sales,10,Universitaria,Life Sciences,1,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4001,1,Y,Yes,14,Alta,Alta,80,1,15,3,15,0,7
21,Yes,Travel_Rarely,Sales,7,Universitaria,Marketing,1,Media,Alta,1,Sales Representative,Alta,Single,2679,1,Y,No,13,Alta,Media,80,0,1,3,1,1,0
31,No,Travel_Rarely,Sales,29,Secundaria,Marketing,1,Baja,Media,2,Sales Executive,Media,Married,5468,1,Y,No,14,Alta,Baja,80,2,13,3,12,5,7
37,No,Travel_Rarely,Sales,9,Secundaria,Marketing,1,Media,Media,2,Sales Executive,Media,Married,4189,1,Y,No,14,Alta,Baja,80,2,5,2,5,0,3
