id,Unnamed: 0,edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,empleados,satisfaccion_entorno,sexo,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,mayor_edad,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,horas_quincena,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,conciliacion,anos_compania,anos_en_puesto,anos_desde_ult_promocion,anos_con_manager_actual
893,642,38,No,Travel_Rarely,Sales,9,Secundaria,Marketing,1,Media,2.0,Media,1,Sales Representative,Media,Married,2899,0,Y,No,19,Alta,Muy_Alta,80,1,3,3,,2,,1,2
896,645,29,Yes,Travel_Rarely,Sales,1,Secundaria,Medical,1,Media,2.0,Media,1,Sales Representative,Media,Divorced,2800,6,Y,Yes,19,Alta,Alta,80,3,5,3,,3,2.0,0,2
900,648,37,No,Travel_Frequently,Sales,21,Universitaria,Medical,1,Alta,3.0,Alta,1,Sales Representative,Alta,Married,2973,5,Y,No,15,Alta,Media,80,1,10,3,,5,,0,0
903,651,47,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Alta,3.0,Alta,2,Sales Executive,Alta,Married,4537,0,Y,Yes,22,Muy_Alta,Baja,80,1,8,2,Alta,7,3.0,7,7
916,659,28,No,Travel_Rarely,Sales,5,Universitaria,Medical,1,Baja,3.0,Alta,2,Sales Executive,Alta,Single,4908,1,Y,No,14,Alta,Media,80,0,4,3,,4,,0,2
922,662,20,Yes,Travel_Rarely,Sales,2,Secundaria,Medical,1,Alta,2.0,Media,1,Sales Representative,Media,Single,2044,1,Y,No,13,Alta,Muy_Alta,80,0,2,3,,2,2.0,0,2
925,665,47,No,Travel_Rarely,Sales,2,Secundaria,Life Sciences,1,Muy_Alta,2.0,Media,1,Sales Representative,Media,Single,3294,1,Y,Yes,18,Alta,Baja,80,0,3,3,Media,3,,1,2
936,672,42,No,Travel_Rarely,Sales,14,Secundaria,Medical,1,Alta,2.0,Media,2,Sales Executive,Media,Single,6244,7,Y,No,17,Alta,Baja,80,0,10,6,Media,5,2.0,0,3
947,679,31,No,Non-Travel,Sales,20,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Married,6932,1,Y,No,13,Alta,Muy_Alta,80,1,9,2,,9,,0,0
952,683,25,Yes,Travel_Rarely,Sales,19,Secundaria,Marketing,1,Alta,2.0,Media,1,Sales Representative,Media,Married,2413,1,Y,Yes,18,Alta,Alta,80,3,1,2,Media,1,,0,0
954,684,40,No,Travel_Rarely,Sales,10,Secundaria,Marketing,1,Baja,,Media,3,Sales Executive,Media,Divorced,9705,2,Y,No,12,Alta,Media,80,1,11,2,,1,,0,0
956,685,26,No,Travel_Frequently,Sales,1,Secundaria,Medical,1,Alta,2.0,Media,2,Sales Executive,Media,Single,4294,1,Y,No,12,Alta,Media,80,0,7,2,Media,7,2.0,0,7
959,688,19,Yes,Travel_Rarely,Sales,21,Secundaria,Other,1,Muy_Alta,,Media,1,Sales Representative,Media,Single,2121,1,Y,Yes,13,Alta,Media,80,0,1,3,Media,1,,0,0
967,693,36,Yes,Travel_Rarely,Sales,3,Secundaria,Life Sciences,1,Alta,2.0,Media,3,Sales Executive,Media,Married,10325,1,Y,Yes,11,Alta,Baja,80,1,16,6,Media,16,,3,7
975,698,35,No,Travel_Rarely,Sales,18,Universitaria,Medical,1,Alta,3.0,Alta,2,Sales Executive,Alta,Married,4601,1,Y,No,16,Alta,Media,80,0,5,3,Alta,5,,1,0
982,702,30,No,Travel_Rarely,Sales,8,Universitaria,Other,1,Alta,3.0,Alta,3,Sales Executive,Alta,Divorced,7264,5,Y,No,11,Alta,Baja,80,1,10,2,,8,,7,7
983,703,38,No,Non-Travel,Sales,10,,Technical Degree,1,Alta,,,2,Sales Executive,,Single,5666,1,Y,Yes,13,Alta,Media,80,0,6,1,,5,,1,3
984,704,35,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,3,Sales Executive,Alta,Divorced,7823,6,Y,No,13,Alta,Media,80,1,12,2,,10,,0,8
985,705,39,No,Travel_Rarely,Sales,2,,Life Sciences,1,Baja,4.0,Muy_Alta,3,Sales Executive,Muy_Alta,Single,7880,0,Y,No,18,Alta,Muy_Alta,80,0,9,3,,8,,0,7
986,706,40,Yes,Non-Travel,Sales,24,Master,Life Sciences,1,Media,4.0,Muy_Alta,4,Sales Executive,Muy_Alta,Single,13194,4,Y,Yes,16,Alta,Muy_Alta,80,0,22,2,,1,4.0,0,0
990,708,36,No,Non-Travel,Sales,8,Universitaria,Technical Degree,1,Baja,,Alta,2,Sales Executive,Alta,Divorced,5079,4,Y,No,13,Alta,Muy_Alta,80,2,12,3,,7,3.0,0,7
992,710,33,No,Non-Travel,Sales,17,Universitaria,Life Sciences,1,Muy_Alta,,Alta,4,CMO,Alta,Single,17444,1,Y,No,11,Alta,Muy_Alta,80,0,10,2,Alta,10,,6,0
1003,719,47,No,Travel_Rarely,Sales,4,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Single,4163,1,Y,Yes,17,Alta,Alta,80,0,9,0,,9,,0,7
1029,741,42,No,Travel_Rarely,Sales,5,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,5,CMO,Alta,Married,18303,6,Y,No,13,Alta,Media,80,0,21,3,,1,,0,0
1036,747,38,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1,Media,,Alta,2,Sales Executive,Alta,Single,6861,8,Y,Yes,12,Alta,Alta,80,0,19,1,,1,,0,0
1037,748,26,Yes,Non-Travel,Sales,29,,Medical,1,Media,1.0,Baja,2,Sales Executive,Baja,Single,4969,8,Y,No,18,Alta,Muy_Alta,80,0,7,6,,2,,2,2
1038,749,52,Yes,Travel_Rarely,Sales,2,Primaria,Marketing,1,Baja,1.0,Baja,5,CMO,Baja,Married,19845,1,Y,No,15,Alta,Muy_Alta,80,1,33,3,Baja,32,,6,9
1039,750,44,No,Travel_Rarely,Sales,28,Master,Medical,1,Muy_Alta,4.0,Muy_Alta,4,Sales Executive,Muy_Alta,Married,13320,3,Y,Yes,18,Alta,Alta,80,1,23,2,,12,,11,11
1040,751,50,No,Non-Travel,Sales,1,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Married,6347,0,Y,No,12,Alta,Baja,80,1,19,3,,18,,0,13
1045,755,45,No,Travel_Rarely,Sales,11,Universitaria,Life Sciences,1,Muy_Alta,,Alta,4,CMO,Alta,Married,17650,3,Y,No,13,Alta,Media,80,1,26,4,,9,,1,1
1047,757,34,No,Travel_Rarely,Sales,1,Master,Marketing,1,Media,4.0,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,9725,0,Y,No,11,Alta,Muy_Alta,80,1,16,2,,15,,0,9
1048,758,59,No,Travel_Rarely,Sales,1,Universitaria,Technical Degree,1,Media,3.0,Alta,3,CMO,Alta,Married,11904,3,Y,Yes,14,Alta,Alta,80,1,14,1,,6,,0,4
1050,760,53,No,Travel_Frequently,Sales,2,,Marketing,1,Alta,2.0,Media,3,Sales Executive,Media,Married,7525,2,Y,No,12,Alta,Baja,80,1,30,2,,15,,6,12
1056,764,28,No,Travel_Rarely,Sales,10,Universitaria,Medical,1,Muy_Alta,3.0,Alta,1,Sales Representative,Alta,Married,1052,1,Y,No,22,Muy_Alta,Media,80,0,1,5,,1,3.0,0,0
1066,768,40,No,Travel_Rarely,Sales,26,Universitaria,Marketing,1,Alta,,Alta,2,Sales Executive,Alta,Married,8396,1,Y,No,14,Alta,Media,80,1,8,3,Alta,7,,7,5
1070,771,54,No,Travel_Rarely,Sales,2,Secundaria,Life Sciences,1,Alta,,Media,3,Sales Executive,Media,Married,10686,6,Y,No,11,Alta,Media,80,1,13,4,,9,,7,0
1076,775,43,No,Travel_Rarely,Sales,25,Secundaria,Medical,1,Alta,,Media,3,Sales Executive,Media,Divorced,10798,5,Y,No,13,Alta,Alta,80,1,18,5,,1,,0,0
1077,776,20,Yes,Travel_Frequently,Sales,9,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,1,Sales Representative,Alta,Single,2323,1,Y,Yes,14,Alta,Media,80,0,2,3,Alta,2,,0,2
1100,791,35,Yes,Travel_Rarely,Sales,4,Universitaria,Technical Degree,1,Muy_Alta,3.0,Alta,3,Sales Executive,Alta,Single,9582,0,Y,Yes,22,Muy_Alta,Baja,80,0,9,2,,8,,4,7
1105,795,37,No,Travel_Rarely,Sales,10,Secundaria,Life Sciences,1,Muy_Alta,,Media,2,Sales Executive,Media,Divorced,6694,2,Y,Yes,14,Alta,Alta,80,3,8,5,,1,,0,0
1113,801,50,Yes,Travel_Frequently,Sales,1,Universitaria,Other,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Single,4728,3,Y,Yes,14,Alta,Muy_Alta,80,0,5,4,,0,,0,0
1114,802,33,No,Travel_Frequently,Sales,7,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Married,4302,0,Y,No,17,Alta,Alta,80,1,4,3,,3,,0,2
1117,805,45,No,Non-Travel,Sales,9,Secundaria,Life Sciences,1,Media,2.0,Media,2,Sales Executive,Media,Married,5593,1,Y,No,13,Alta,Muy_Alta,80,1,15,2,,15,,4,12
1119,807,38,No,Travel_Rarely,Sales,10,,Marketing,1,Alta,2.0,Media,3,Sales Executive,Media,Divorced,8740,0,Y,Yes,14,Alta,Media,80,2,9,2,,8,,2,7
1124,810,46,No,Travel_Rarely,Sales,3,Universitaria,Marketing,1,Baja,3.0,Alta,4,CMO,Alta,Married,17465,3,Y,No,12,Alta,Muy_Alta,80,1,23,3,,12,,4,9
1125,811,38,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,3,Sales Executive,Alta,Single,7351,7,Y,No,16,Alta,Alta,80,0,10,2,Alta,1,,0,0
1135,818,31,No,Travel_Frequently,Sales,20,Master,Life Sciences,1,Alta,4.0,Muy_Alta,1,Sales Representative,,Married,2791,0,Y,No,12,Alta,Baja,80,1,3,4,Muy_Alta,2,,2,2
1137,820,35,No,Travel_Frequently,Sales,11,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Divorced,4968,1,Y,No,11,Alta,Muy_Alta,80,1,5,3,,5,3.0,0,2
1138,821,49,No,Travel_Rarely,Sales,8,Secundaria,Technical Degree,1,Muy_Alta,2.0,Media,4,Sales Executive,Media,Married,13120,6,Y,No,17,Alta,Media,80,1,22,3,,9,,2,3
1157,829,33,Yes,Travel_Rarely,Sales,9,Universitaria,Marketing,1,Baja,3.0,Alta,2,Sales Executive,Alta,Single,8224,0,Y,Yes,17,Alta,Baja,80,0,6,3,,5,,0,3
1165,836,29,Yes,Travel_Rarely,Sales,23,Secundaria,Life Sciences,1,Muy_Alta,2.0,Media,3,Sales Executive,Media,Married,7336,1,Y,No,13,Alta,Baja,80,1,11,3,,11,,3,10
1167,838,42,Yes,Travel_Frequently,Sales,12,Universitaria,Life Sciences,1,Alta,3.0,Alta,4,Sales Executive,Alta,Single,13758,0,Y,Yes,12,Alta,Media,80,0,22,2,,21,,13,14
1171,839,42,No,Travel_Rarely,Sales,4,Universitaria,Marketing,1,Media,3.0,Alta,2,Sales Executive,Alta,Single,5155,7,Y,No,13,Alta,Muy_Alta,80,0,9,3,,6,,1,5
1179,844,30,No,Travel_Rarely,Sales,10,Secundaria,Marketing,1,Alta,2.0,Media,2,Sales Executive,Media,Married,6578,1,Y,No,18,Alta,Baja,80,1,10,3,,10,,1,4
1188,849,43,Yes,Travel_Rarely,Sales,9,Primaria,Marketing,1,Baja,1.0,Baja,2,Sales Executive,Baja,Single,5346,8,Y,No,13,Alta,Media,80,0,7,2,,4,1.0,1,3
1204,861,46,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Alta,3.0,Alta,4,CMO,Alta,Married,17048,8,Y,No,23,Muy_Alta,Baja,80,0,28,2,Alta,26,3.0,15,9
1211,865,30,No,Travel_Rarely,Sales,29,Universitaria,Life Sciences,1,Alta,3.0,Alta,2,Sales Executive,Alta,Divorced,4115,8,Y,No,19,Alta,Alta,80,3,8,3,Alta,4,,0,3
1212,866,40,No,Travel_Frequently,Sales,2,Universitaria,Medical,1,Media,3.0,Alta,2,Sales Executive,Alta,Married,4327,5,Y,No,12,Alta,Muy_Alta,80,3,5,2,Alta,0,,0,0
1218,870,35,No,Travel_Rarely,Sales,17,Universitaria,Life Sciences,1,Alta,3.0,Alta,2,Sales Executive,Alta,Married,8966,3,Y,Yes,15,Alta,Muy_Alta,80,3,15,2,Alta,7,,1,7
1220,872,33,No,Travel_Frequently,Sales,25,Universitaria,Medical,1,Media,3.0,Alta,2,Sales Executive,Alta,Married,4539,1,Y,No,12,Alta,Baja,80,1,10,3,,10,,0,1
1233,879,60,No,Travel_Rarely,Sales,7,Master,Marketing,1,Media,4.0,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5220,0,Y,Yes,18,Alta,Media,80,1,12,3,,11,,1,9
1239,884,40,No,Travel_Rarely,Sales,10,Secundaria,Technical Degree,1,Media,,Media,2,Sales Executive,Media,Divorced,6852,7,Y,No,12,Alta,Media,80,1,7,2,,5,2.0,1,3
1240,885,25,No,Travel_Rarely,Sales,10,Universitaria,Life Sciences,1,Alta,3.0,Alta,2,Sales Executive,Alta,Single,4950,0,Y,No,14,Alta,Media,80,0,5,4,Alta,4,,1,1
1243,888,35,No,Non-Travel,Sales,8,Secundaria,Marketing,1,Alta,2.0,Media,3,Sales Executive,Media,Married,10377,4,Y,Yes,11,Alta,Media,80,1,16,6,,13,,4,12
1254,897,59,No,Travel_Rarely,Sales,3,Secundaria,Life Sciences,1,Alta,2.0,Media,2,Sales Executive,Media,Single,5171,5,Y,No,17,Alta,Muy_Alta,80,0,13,2,,6,,0,5
1267,907,44,No,Travel_Rarely,Sales,5,Universitaria,Marketing,1,Media,,Alta,5,CMO,Alta,Married,18213,7,Y,No,11,Alta,Alta,80,1,26,5,,22,,3,10
1268,908,33,No,Travel_Rarely,Sales,10,Master,Marketing,1,Muy_Alta,4.0,Muy_Alta,3,Sales Executive,Muy_Alta,Divorced,8380,0,Y,Yes,14,Alta,Muy_Alta,80,2,10,3,Muy_Alta,9,,0,8
1273,911,25,Yes,Travel_Frequently,Sales,24,Primaria,Life Sciences,1,Alta,1.0,Baja,1,Sales Representative,Baja,Single,1118,1,Y,Yes,14,Alta,Muy_Alta,80,0,1,4,Baja,1,,1,0
1277,913,45,Yes,Travel_Rarely,Sales,2,Primaria,Marketing,1,Baja,1.0,Baja,5,CMO,Baja,Single,18824,2,Y,Yes,16,Alta,Baja,80,0,26,2,,24,,1,11
1280,916,46,No,Travel_Rarely,Sales,4,Secundaria,Marketing,1,Muy_Alta,2.0,Media,5,CMO,Media,Married,18789,2,Y,No,14,Alta,Alta,80,1,26,2,,11,,0,8
1281,917,34,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Alta,3.0,Alta,2,Sales Executive,Alta,Single,4538,0,Y,Yes,12,Alta,Muy_Alta,80,0,4,3,,3,,0,2
1282,918,51,No,Travel_Frequently,Sales,9,,Life Sciences,1,Muy_Alta,3.0,Alta,5,CMO,Alta,Divorced,19847,4,Y,Yes,24,Muy_Alta,Baja,80,1,31,5,,29,,11,10
1304,935,32,No,Travel_Rarely,Sales,8,,Medical,1,Alta,4.0,Muy_Alta,2,Sales Executive,Muy_Alta,Married,6209,1,Y,No,15,Alta,Alta,80,2,10,4,,10,,0,8
1318,946,40,Yes,Travel_Rarely,Sales,25,Secundaria,Marketing,1,Muy_Alta,2.0,Media,3,Sales Executive,Media,Single,9094,2,Y,Yes,12,Alta,Alta,80,0,9,2,,5,,1,0
1319,947,52,Yes,Travel_Rarely,Sales,5,Universitaria,Life Sciences,1,Media,3.0,Alta,3,Sales Executive,Alta,Single,8446,9,Y,Yes,19,Alta,Alta,80,0,10,2,,8,3.0,7,7
1324,950,31,No,Non-Travel,Sales,2,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,3,Sales Executive,Alta,Divorced,9852,1,Y,Yes,19,Alta,Baja,80,1,10,5,,10,,9,6
1331,952,31,Yes,Travel_Frequently,Sales,1,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,1,Sales Representative,Alta,Single,2302,1,Y,Yes,11,Alta,Baja,80,0,3,2,,3,,2,2
1349,960,41,No,Travel_Frequently,Sales,1,Universitaria,Marketing,1,Alta,3.0,Alta,2,Sales Executive,Alta,Divorced,4103,0,Y,No,17,Alta,Muy_Alta,80,1,10,2,Alta,9,3.0,1,7
1355,963,38,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Media,3.0,Alta,2,Sales Executive,Alta,Divorced,6893,3,Y,No,15,Alta,Muy_Alta,80,1,11,3,Alta,7,3.0,1,7
1356,964,34,No,Travel_Rarely,Sales,15,Universitaria,Medical,1,Alta,,Alta,2,Sales Executive,Alta,Single,6125,1,Y,No,12,Alta,Muy_Alta,80,0,10,6,,10,,9,6
1362,968,36,No,Travel_Frequently,Sales,7,Master,Marketing,1,Baja,4.0,Muy_Alta,2,Sales Executive,Muy_Alta,Married,4639,2,Y,No,16,Alta,Muy_Alta,80,1,17,2,,15,,6,13
1371,974,27,No,Travel_Frequently,Sales,2,Primaria,Life Sciences,1,Muy_Alta,1.0,Baja,2,Sales Executive,Baja,Single,5071,3,Y,No,20,Muy_Alta,Media,80,0,8,3,,6,,0,0
1372,975,55,Yes,Travel_Rarely,Sales,13,Master,Marketing,1,Baja,4.0,Muy_Alta,4,Sales Executive,Muy_Alta,Single,13695,6,Y,Yes,17,Alta,Alta,80,0,24,2,Muy_Alta,19,,3,8
1379,980,31,Yes,Travel_Frequently,Sales,2,Secundaria,Life Sciences,1,Alta,2.0,Media,1,Sales Representative,Media,Single,2785,7,Y,No,14,Alta,Alta,80,0,3,3,,1,,0,0
1380,981,35,Yes,Travel_Frequently,Sales,18,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Married,4614,0,Y,Yes,18,Alta,Alta,80,1,5,0,,4,,3,2
1387,984,28,No,Travel_Rarely,Sales,26,Secundaria,Life Sciences,1,Alta,2.0,Media,2,Sales Executive,Media,Married,4724,1,Y,No,11,Alta,Alta,80,1,5,0,,5,,0,4
1390,986,39,No,Travel_Rarely,Sales,21,Secundaria,Life Sciences,1,Baja,2.0,Media,2,Sales Executive,Media,Married,6120,3,Y,Yes,12,Alta,Muy_Alta,80,2,8,2,Media,5,,1,4
1391,987,51,No,Travel_Frequently,Sales,2,Universitaria,Marketing,1,Media,3.0,Alta,3,Sales Executive,Alta,Married,10596,2,Y,No,11,Alta,Media,80,0,14,5,,4,,3,2
1395,990,33,No,Travel_Frequently,Sales,5,Universitaria,Life Sciences,1,Media,3.0,Alta,2,Sales Executive,Alta,Married,9998,6,Y,No,13,Alta,Baja,80,0,8,2,,5,,1,2
1396,991,32,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Alta,3.0,Alta,2,Sales Executive,Alta,Married,4078,0,Y,Yes,13,Alta,Baja,80,3,4,3,,3,,1,2
1399,993,25,No,Travel_Rarely,Sales,18,Master,Life Sciences,1,Baja,,Muy_Alta,2,Sales Executive,Muy_Alta,Married,6232,2,Y,No,11,Alta,Media,80,0,6,3,,3,,1,2
1403,996,27,No,Travel_Rarely,Sales,10,Secundaria,Marketing,1,Muy_Alta,2.0,Media,2,Sales Executive,Media,Married,5769,1,Y,Yes,11,Alta,Muy_Alta,80,0,6,3,,6,,4,4
1425,1011,36,No,Travel_Rarely,Sales,3,Universitaria,Marketing,1,Baja,,Alta,2,Sales Executive,Alta,Single,9278,3,Y,Yes,16,Alta,Muy_Alta,80,0,15,3,,5,,0,1
1427,1012,31,Yes,Travel_Frequently,Sales,1,Primaria,Life Sciences,1,Media,1.0,Baja,1,Sales Representative,Baja,Single,1359,1,Y,No,12,Alta,Media,80,0,1,3,,1,1.0,0,0
1436,1019,36,No,Travel_Rarely,Sales,16,Secundaria,Marketing,1,Alta,2.0,Media,2,Sales Executive,Media,Married,5647,4,Y,No,13,Alta,Baja,80,2,11,3,,3,,0,2
1439,1021,25,Yes,Travel_Rarely,Sales,9,Secundaria,Life Sciences,1,Baja,2.0,Media,1,Sales Representative,Media,Married,4400,3,Y,No,12,Alta,Baja,80,0,6,2,Media,3,,2,2
1445,1025,24,No,Travel_Rarely,Sales,4,Universitaria,Medical,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Married,4162,1,Y,Yes,12,Alta,Alta,80,2,5,3,,5,3.0,0,3
1446,1026,32,No,Travel_Rarely,Sales,7,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Married,9204,4,Y,No,12,Alta,Alta,80,1,7,3,,4,,0,3
1453,1030,31,No,Travel_Rarely,Sales,8,Universitaria,Life Sciences,1,Baja,3.0,Alta,3,Sales Executive,Alta,Divorced,10793,1,Y,No,18,Alta,Baja,80,1,13,5,,13,,9,9
1457,1031,46,Yes,Travel_Rarely,Sales,9,Universitaria,Marketing,1,Baja,3.0,Alta,3,Sales Executive,Alta,Divorced,10096,4,Y,No,11,Alta,Baja,80,1,28,1,,7,3.0,4,3
1466,1038,48,No,Travel_Rarely,Sales,7,,Marketing,1,Alta,,Alta,2,Sales Executive,Alta,Divorced,5486,4,Y,No,11,Alta,Baja,80,3,15,3,Alta,2,,2,2
1469,1041,28,No,Travel_Rarely,Sales,5,Universitaria,Medical,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Single,8463,0,Y,No,18,Alta,Muy_Alta,80,0,6,4,,5,,1,3
1477,1047,33,No,Travel_Frequently,Sales,7,Universitaria,Medical,1,Muy_Alta,,Alta,2,Sales Executive,Alta,Married,4373,0,Y,No,14,Alta,Baja,80,2,5,2,,4,,0,3
1478,1048,34,No,Travel_Rarely,Sales,3,Primaria,Other,1,Muy_Alta,1.0,Baja,2,Sales Executive,Baja,Single,4759,3,Y,No,18,Alta,Muy_Alta,80,0,15,2,,13,,3,12
1479,1049,30,No,Travel_Rarely,Sales,16,,Life Sciences,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Married,5301,8,Y,No,15,Alta,Alta,80,2,4,2,,2,,2,2
1481,1051,44,No,Travel_Frequently,Sales,1,Universitaria,Marketing,1,Baja,3.0,Alta,2,Sales Executive,Alta,Married,4768,7,Y,No,12,Alta,Alta,80,1,11,4,Alta,1,,0,0
1486,1056,28,Yes,Travel_Frequently,Sales,1,Universitaria,Technical Degree,1,Baja,3.0,Alta,1,Sales Representative,Alta,Married,2909,3,Y,No,15,Alta,Muy_Alta,80,1,5,3,,3,,1,2
1487,1057,29,Yes,Travel_Frequently,Sales,13,Universitaria,Technical Degree,1,Baja,3.0,Alta,2,Sales Executive,Alta,Single,5765,5,Y,No,11,Alta,Baja,80,0,7,4,,5,,0,0
1489,1058,34,Yes,Travel_Rarely,Sales,24,Secundaria,Medical,1,Baja,2.0,Media,2,Sales Executive,Media,Single,4599,0,Y,Yes,23,Muy_Alta,Alta,80,0,16,2,,15,,10,10
1497,1063,29,No,Travel_Rarely,Sales,19,,Life Sciences,1,Alta,2.0,Media,2,Sales Executive,Media,Divorced,8620,1,Y,No,14,Alta,Alta,80,2,10,3,Media,10,,0,4
1507,1070,28,No,Travel_Frequently,Sales,7,Universitaria,Life Sciences,1,Alta,3.0,Alta,2,Sales Executive,Alta,Single,4898,0,Y,No,14,Alta,Muy_Alta,80,0,5,5,,4,,1,3
1527,1080,46,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1,Alta,3.0,Alta,4,CMO,Alta,Married,16606,8,Y,No,12,Alta,Muy_Alta,80,1,23,2,Alta,13,,5,1
1535,1084,34,No,Travel_Rarely,Sales,1,Secundaria,Technical Degree,1,Muy_Alta,2.0,Media,3,Sales Executive,Media,Married,7083,1,Y,Yes,14,Alta,Muy_Alta,80,0,10,3,,10,,8,6
1541,1087,34,No,Travel_Rarely,Sales,7,Universitaria,Technical Degree,1,Media,3.0,Alta,1,Sales Representative,Alta,Married,2308,0,Y,Yes,25,Muy_Alta,Media,80,1,12,4,Alta,11,,5,7
1548,1094,40,No,Travel_Rarely,Sales,9,Universitaria,Medical,1,Baja,,Alta,2,Sales Executive,Alta,Married,5473,0,Y,No,12,Alta,Muy_Alta,80,0,9,5,Alta,8,,7,1
1554,1100,35,No,Travel_Rarely,Sales,28,Secundaria,Life Sciences,1,Media,2.0,Media,1,Sales Representative,Media,Married,2430,0,Y,No,23,Muy_Alta,Baja,80,2,6,5,,5,,4,2
1557,1103,48,No,Travel_Rarely,Sales,16,Universitaria,Life Sciences,1,Alta,3.0,Alta,2,Sales Executive,Alta,Divorced,6439,8,Y,No,14,Alta,Alta,80,1,18,2,,8,,7,7
1560,1105,33,No,Travel_Rarely,Sales,8,Universitaria,Life Sciences,1,Baja,3.0,Alta,2,Sales Executive,Alta,Married,6392,2,Y,No,13,Alta,Muy_Alta,80,1,8,6,Alta,2,,2,2
1562,1106,30,Yes,Travel_Rarely,Sales,1,Secundaria,Life Sciences,1,Media,2.0,Media,2,Sales Executive,,Married,9714,1,Y,No,11,Alta,Muy_Alta,80,1,10,4,,10,,6,7
1568,1109,30,No,Travel_Rarely,Sales,29,,Technical Degree,1,Alta,3.0,Alta,3,Sales Executive,,Married,9250,3,Y,No,12,Alta,Media,80,1,9,3,,4,,1,3
1578,1116,55,No,Travel_Rarely,Sales,26,Secundaria,Marketing,1,Alta,2.0,Media,5,CMO,Media,Married,19586,1,Y,No,21,Muy_Alta,Alta,80,1,36,3,Media,36,2.0,2,13
1582,1119,38,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,1,Alta,3.0,Alta,2,Sales Executive,Alta,Married,9924,0,Y,No,11,Alta,Muy_Alta,80,1,10,3,,9,,7,7
1583,1120,38,No,Travel_Rarely,Sales,16,Universitaria,Life Sciences,1,Media,3.0,Alta,2,Sales Executive,Alta,Single,4198,2,Y,No,12,Alta,Media,80,0,8,5,,3,,1,2
1585,1121,36,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Media,3.0,Alta,2,Sales Executive,Alta,Single,6815,6,Y,No,13,Alta,Baja,80,0,15,5,,1,,0,0
1588,1124,39,No,Travel_Rarely,Sales,6,Master,Medical,1,Muy_Alta,4.0,Muy_Alta,3,Sales Executive,Muy_Alta,Married,8237,2,Y,No,11,Alta,Baja,80,1,11,3,,7,,7,6
1591,1126,50,No,Travel_Rarely,Sales,9,,Marketing,1,Alta,,,5,CMO,,Married,19331,4,Y,Yes,16,Alta,Alta,80,1,27,2,,1,,0,0
1598,1132,40,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Married,4639,1,Y,No,15,Alta,Alta,80,1,5,2,,5,3.0,1,2
1602,1135,46,No,Travel_Rarely,Sales,1,Master,Life Sciences,1,Muy_Alta,4.0,Muy_Alta,4,CMO,Muy_Alta,Single,17567,1,Y,No,15,Alta,Media,80,0,27,5,Muy_Alta,26,,0,12
1612,1143,45,No,Non-Travel,Sales,26,Secundaria,Marketing,1,Baja,2.0,Media,2,Sales Executive,Media,Married,4385,1,Y,No,15,Alta,Baja,80,1,10,2,Media,10,,4,5
1613,1144,31,No,Travel_Frequently,Sales,2,Universitaria,Other,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Single,5332,7,Y,No,13,Alta,Muy_Alta,80,0,10,3,Alta,5,,0,3
